Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2012-09-26,20.52327537536621,20.68252468646262,19.7071202829952,20.055478862919166,38271900
2012-09-27,20.224679946899414,20.90149041651163,20.065430647979056,20.891537098028937,30215900
2012-09-28,21.55839729309082,21.847037874639373,20.403838763699934,20.473510104514645,65486000
2012-10-01,21.8868465423584,22.484032372793568,21.628065952556444,21.976424511843746,51262700
2012-10-02,22.1655330657959,22.384500374030118,21.71764323258799,21.97642381417463,29341400
2012-10-03,21.727598190307617,22.384502062976075,21.697738233040322,22.195392797086214,32000100
2012-10-04,21.847036361694336,22.294924335229737,21.30956851537002,22.21529968004112,46892100
2012-10-05,20.811914443969727,21.528536357819487,20.78205448565873,21.389193682504647,40529300
2012-10-08,20.304304122924805,20.652662668090944,20.06543018011408,20.304304122924805,32236700
2012-10-09,20.135101318359375,20.453599905750714,19.87632074150358,20.294350612055045,27161800
2012-10-10,19.547868728637695,19.846462576478782,19.358761379913123,19.83650925837728,39321800
2012-10-11,19.6573543548584,19.86636835069004,19.518011690970642,19.786743700125403,21817300
2012-10-12,19.428434371948242,19.707119709049827,19.388621096132884,19.65735501268211,18809400
2012-10-15,19.428434371948242,19.786744362279062,19.398574415086724,19.587683678406712,20189700
2012-10-16,19.388620376586914,19.597636270057635,19.20946443886956,19.58768295147318,21834700
2012-10-17,19.786745071411133,20.38393094123353,19.27913907538372,19.408528429617824,44074500
2012-10-18,18.89096450805664,19.697166171037015,18.801386545503263,19.60758820848364,52157400
2012-10-19,18.910871505737305,18.970589515782002,18.71180894105323,18.910871505737305,34835000
2012-10-22,19.229372024536133,19.3388566359641,18.960638104704675,19.109935992434263,32447300
2012-10-23,19.408527374267578,19.707119343741887,19.010404115501352,19.159700100238506,78381200
2012-10-24,23.121030807495117,24.13624658331698,22.742814170558365,24.016808651525544,228949900
2012-10-25,22.454172134399414,23.200653938453662,22.364594166040792,23.180749199797276,76142000
2012-10-26,21.837081909179688,22.772671084489712,21.777361997086466,22.294923178152498,73175800
2012-10-31,21.010974884033203,21.399144810313235,20.632756377769407,20.72233434512655,99378200
2012-11-01,21.110502243041992,21.339424747848735,20.911441589020242,20.981112912847912,37713900
2012-11-02,21.080646514892578,21.588254371014518,20.971161909140374,21.160271164966524,38344400
2012-11-05,21.15031623840332,21.3792368526615,20.821864344519458,21.00102026816543,31806700
2012-11-06,21.070693969726562,21.269756551418663,20.891538025883968,21.140365303798358,29062700
2012-11-07,20.37397575378418,20.851725544877,20.274446366607823,20.75219425929927,33396800
2012-11-08,19.896230697631836,20.632759278469244,19.886277377814913,20.42374525751882,34254600
2012-11-09,19.119888305664062,19.90618346371351,19.04026364774527,19.86637018555332,42295500
2012-11-12,19.975852966308594,20.07538425416054,18.781483207289483,19.060168535193235,67349200
2012-11-13,19.766841888427734,20.01566919558961,19.46824798079247,19.518014581265863,71775100
2012-11-14,22.25511360168457,22.394456277701764,19.836512019948525,20.005714654427226,229751000
2012-11-15,22.066001892089844,22.394453805298163,21.548440726306623,22.235204507888152,78857700
2012-11-16,23.449481964111328,23.81774716797315,22.07595623557028,22.145627569122162,107182200
2012-11-19,22.812484741210938,24.006856425455023,22.71295345112369,23.84760522227455,85021300
2012-11-20,22.991641998291016,23.787888567713445,22.5935187135798,22.623376773432163,46655300
2012-11-21,24.205917358398438,24.414933259590644,22.941874327497494,23.1110769528811,89862400
2012-11-23,23.88741683959961,24.564227287132475,23.767978920105026,24.46469600395388,29520900
2012-11-26,25.818315505981445,25.96761147349335,24.693615294029232,24.823006524700446,123865000
2012-11-27,26.027334213256836,26.375692799725986,25.340570359749268,25.917851496321983,85760600
2012-11-28,26.23634910583496,26.365738456607538,25.629209932944686,25.818319197982913,49205600
2012-11-29,27.191843032836914,27.39090560286057,26.03728468286297,26.37568991286237,88759700
2012-11-30,27.868654251098633,27.868654251098633,26.634471219215293,27.132125759413483,127049600
2012-12-03,26.91316032409668,28.744527413353854,26.853440408254524,27.868656196752596,123526100
2012-12-04,27.331186294555664,27.629780156165207,26.554846430853942,26.933063044144344,72869200
2012-12-05,27.580015182495117,27.769124449443005,27.132127211388877,27.619828459074256,58976300
2012-12-06,26.84348487854004,27.61982663494683,26.694188898031413,27.55015530393623,46001500
2012-12-07,27.361047744750977,27.649688303566172,26.714097190194703,26.943017834385127,51751900
2012-12-10,27.70940589904785,28.037857830890815,26.972877382139433,27.042548716408927,50608500
2012-12-11,27.8487491607666,28.107529763852106,27.530250541092595,27.938327134850105,77099100
2012-12-12,27.450624465942383,28.007997021534727,27.24161046949579,27.868654357236995,46704200
2012-12-13,28.107526779174805,28.615134612279043,27.3013269964334,27.460576289360063,81051600
2012-12-14,26.684234619140625,28.197104803554158,26.63446992689598,28.04780882841891,91631600
2012-12-17,26.6245174407959,26.873344706597727,26.196534239872527,26.644424077676376,57742500
2012-12-18,27.580015182495117,27.77907776858779,26.77381531578267,26.833533332249864,60512900
2012-12-19,27.281421661376953,28.08762148256924,26.823580396976848,27.69945154984729,61390300
2012-12-20,27.231657028198242,27.470530979519104,27.00273449708118,27.36104637326318,35574800
2012-12-21,26.13681983947754,26.883301740039308,25.9974771588612,26.53494314009682,54555200
2012-12-24,26.80367660522461,26.833534665741244,26.0771013571618,26.375693352737812,28230100
2012-12-26,26.385644912719727,27.052502096874974,26.256253664438038,26.903206109043513,33175400
2012-12-27,25.927799224853516,26.67428099023396,25.4002866589615,26.425453735107144,43481700
2012-12-28,25.7884578704834,25.987520443987957,25.03202274892802,25.36047466632957,56574800
2012-12-31,26.495128631591797,26.863391929292003,25.987520771322675,26.077098740687894,60374500
2013-01-02,27.868654251098633,28.04781018931421,27.29137506040479,27.311281697629056,69846400
2013-01-03,27.639734268188477,28.336449501808765,27.460578325759943,27.749216978693667,63140600
2013-01-04,28.625089645385742,28.79429226655783,27.699451888291474,27.87860782816797,72715400
2013-01-07,29.281993865966797,29.650259069119024,28.515605401569903,28.555418676895098,83781800
2013-01-08,28.923681259155273,29.46114907221115,28.724620582706045,29.371571103368503,45871300
2013-01-09,30.446504592895508,30.456457911400317,29.35166423658477,29.530820172868523,104787700
2013-01-10,31.15317153930664,31.30246941089669,30.137957782582344,30.456456364958697,95316400
2013-01-11,31.57120132446289,31.81007526064884,30.954110797249513,31.133266723989298,89598000
2013-01-14,30.804819107055664,32.05890697178041,30.47636716183698,31.92951951532678,98892800
2013-01-15,29.958803176879883,31.561249477445063,29.739833968036425,30.496269083747304,173242600
2013-01-16,29.709976196289062,30.207630732580665,29.39147759680666,30.068286171506067,75332700
2013-01-17,29.998615264892578,30.27730249258606,29.88913255627131,29.938897251244484,40256700
2013-01-18,29.520870208740234,30.29721205471632,29.132700234952996,30.167820797852833,49631500
2013-01-22,30.58584976196289,30.745099074289033,29.600493930044312,29.610447249364892,55243300
2013-01-23,30.675426483154297,31.35223698206696,30.655519845327106,30.954113717530532,48899800
2013-01-24,30.934207916259766,31.34228451074544,30.66547399352973,31.12331718392922,43845100
2013-01-25,31.39204978942871,31.780219729261,30.98397131366475,31.262658543883653,54363600
2013-01-28,32.317684173583984,32.35749364767976,31.660778492571293,31.730449818242015,59682500
2013-01-29,30.645570755004883,31.919565298391873,30.565944197641578,31.849893959100598,72976500
2013-01-30,31.093454360961914,31.34228162239573,30.73514249700878,30.83467378126258,87682100
2013-01-31,30.834674835205078,31.32237605647704,28.605182724361214,29.013259295188803,190744900
2013-02-01,29.590538024902344,30.874487629033396,29.491006738795836,30.864534310582606,85856700
2013-02-04,27.978139877319336,29.063026966370952,27.878608585971197,28.92368239912296,92362200
2013-02-05,28.505651473999023,28.824150076193202,27.90846754408564,28.127434858493785,47948200
2013-02-06,28.913728713989258,29.152604569560303,28.525558770888864,28.605183423278724,38375900
2013-02-07,28.515605926513672,29.013260486831193,28.13738929596901,28.973449109174567,34540100
2013-02-08,28.416074752807617,29.033167245461343,28.376263374985616,28.754480007101353,37708800
2013-02-11,28.1274356842041,28.545465586456025,27.90846836336794,28.47579425248095,37361800
2013-02-12,27.241609573364258,28.02790273683762,26.972875673857605,27.540201529437415,93498700
2013-02-13,27.779077529907227,28.18715411932961,27.181891675161804,27.23165827045813,50164000
2013-02-14,28.366310119628906,28.495699470842833,27.87860887520487,27.888562194283097,35615800
2013-02-15,28.187152862548828,28.61513607100725,27.958232229597108,28.38621543805553,33109300
2013-02-19,28.794292449951172,28.94358843466532,27.98809261377362,28.097575323416557,49396400
2013-02-20,28.32649803161621,28.91373059305548,28.197108674974384,28.784341236413653,42098200
2013-02-21,27.15203285217285,28.41607396269825,27.022641606445706,28.14734194926773,49642300
2013-02-22,27.002735137939453,27.500389689602482,26.69418984746078,27.490438269162507,36350200
2013-02-25,27.142080307006836,27.510343620323503,27.022642376654552,27.03259569571737,34652000
2013-02-26,27.26151466369629,27.33118599445309,26.57475277617809,27.231656606744167,31611700
2013-02-27,26.74395751953125,27.21175213352353,26.505081654512285,27.21175213352353,44319700
2013-02-28,27.122173309326172,27.171938005579023,26.216442169033634,26.714096725168062,83027800
2013-03-01,27.649688720703125,27.988093981742804,26.684237635453997,26.92311160235232,54064800
2013-03-04,27.589969635009766,27.92837490622777,27.31128428111371,27.629782913224396,32400700
2013-03-05,27.390905380249023,28.04780919822639,27.082358209379844,27.74921534561764,40622200
2013-03-06,27.32123565673828,27.998044252617188,27.221704366685028,27.968186194482232,33532600
2013-03-07,28.44593620300293,28.545467500384227,27.341142409033584,27.440673706414877,74540200
2013-03-08,27.828842163085938,28.33645004353727,27.599921520451463,28.29663866579286,44198900
2013-03-11,28.007997512817383,28.50565206364016,27.69945222285967,27.8786081649001,35642100
2013-03-12,27.699451446533203,28.187152664862655,27.470530815186983,27.968185352062108,27569600
2013-03-13,26.95296859741211,27.52029444373468,26.793719303651436,27.490436387655382,39619500
2013-03-14,26.91316032409668,27.301330285062953,26.70414441545223,26.972878341537285,27646400
2013-03-15,26.52498435974121,26.933060896167902,26.43540639824255,26.903202841269184,31597400
2013-03-18,26.365737915039062,26.66433178502951,25.65906936302444,26.24630188576405,26653700
2013-03-19,26.425457000732422,26.773815580639944,26.087051740068148,26.40555226064746,25254200
2013-03-20,25.738693237304688,26.56479969202399,25.659068587394447,26.55484637348503,44006500
2013-03-21,25.61925506591797,25.987520254698595,25.44009913074909,25.539630416776397,24336100
2013-03-22,25.609302520751953,25.887989750363143,25.50977123171928,25.67897385355439,18456300
2013-03-25,25.012117385864258,25.67897457314842,24.962352689154102,25.629209876438264,39199000
2013-03-26,25.09174156188965,25.36047547517133,24.91258751810332,24.962352213865945,26957200
2013-03-27,25.967615127563477,26.156724392169988,24.604040796034656,24.882728033433647,52297400
2013-03-28,25.460006713867188,26.047239235011542,25.400288699391908,25.967614582910688,28585700
2013-04-01,25.410242080688477,25.768552066822686,25.161414804961254,25.5097714722582,22249300
2013-04-02,25.300756454467773,25.997473557847687,25.18131853162499,25.649115006157732,35153300
2013-04-03,26.12686538696289,26.266208061538194,25.57944610964429,25.70883546483542,48195200
2013-04-04,26.94301986694336,27.102269187820028,25.98752394168335,26.49513186387835,82016800
2013-04-05,27.26151466369629,27.669591228187294,26.485174808518956,26.734002074594027,64566600
2013-04-08,26.724050521850586,27.07240909705266,26.505081298259935,27.062455777943857,27256000
2013-04-09,26.465267181396484,26.763859130153946,26.29606457086024,26.455313863317727,21311100
2013-04-10,27.440670013427734,27.709403910670332,26.773812878641294,26.883297480866354,45949400
2013-04-11,27.888561248779297,27.96818590030409,27.122172791352263,27.351093427185866,33368500
2013-04-12,27.271469116210938,27.868654959304905,27.112219811172743,27.868654959304905,28697400
2013-04-15,26.395597457885742,27.351093270717108,26.23634815574718,27.032594666439987,30275400
2013-04-16,26.793720245361328,26.98282950024919,26.276159073247925,26.684235640152348,27365900
2013-04-17,26.505081176757812,27.072408972949848,26.266207214446087,26.524987814884167,26440600
2013-04-18,25.56949234008789,26.69419083307635,25.03202449321447,26.69419083307635,39059000
2013-04-19,25.609302520751953,25.83822315664609,25.211179263022707,25.499819811377307,20380900
2013-04-22,25.848176956176758,26.236348800784196,25.579444938711884,25.688927650122952,25687600
2013-04-23,25.858131408691406,26.206489992856234,25.649117397233443,26.09700537824403,25191500
2013-04-24,25.98752212524414,26.276160787257623,25.67897492651055,25.808366177179867,19729900
2013-04-25,26.017379760742188,26.276160359466203,25.878037091583675,25.947708426162933,17150000
2013-04-26,26.724050521850586,27.49043900761485,26.475223239335033,26.475223239335033,33018000
2013-04-29,26.853439331054688,27.28142255208093,26.73400330096453,27.03259527459139,29201100
2013-04-30,27.639734268188477,27.71935892055655,26.88329912149104,27.002735150842422,36245700
2013-05-01,27.301328659057617,27.78902988564622,27.181890732888306,27.719358553048053,64567600
2013-05-02,28.834102630615234,28.883869222389986,27.848746894291562,27.878606849356412,104257000
2013-05-03,28.177200317382812,28.933635467310054,28.017951011966705,28.903777409045453,58506400
2013-05-06,27.440670013427734,28.326494454262956,27.351092047680204,28.19710511396171,43939400
2013-05-07,26.76386070251465,27.71935841179581,26.724049326262037,27.420764547094823,41259100
2013-05-08,26.99278450012207,27.17193854925789,26.524987993018705,26.75390863780462,34654900
2013-05-09,26.91316032409668,27.420766319944168,26.72405105406628,26.952971702923236,33457200
2013-05-10,26.554845809936523,27.171936359044626,26.4453612067329,27.01268706260374,30847100
2013-05-13,26.694189071655273,27.20179692740728,26.405550427248095,26.475221758711847,29068800
2013-05-14,26.94301986694336,27.152035787095016,26.69419256577336,26.763863906356693,24930300
2013-05-15,26.475223541259766,26.863393498922253,26.2761609536166,26.793722162767605,30299800
2013-05-16,26.007427215576172,26.425457133891364,25.778506567032544,26.355785797239086,35499100
2013-05-17,26.12686538696289,26.47522397180271,26.077100688443586,26.276161380922368,29462700
2013-05-20,25.639162063598633,26.067145270657683,25.569490731919515,26.057191952074753,42402900
2013-05-21,25.53963279724121,25.95766271879799,25.469961460048676,25.74864870722038,26261300
2013-05-22,25.041976928710938,25.72874074267997,24.80310297133072,25.529678162329063,45314500
2013-05-23,24.942445755004883,25.41024225149347,24.653807100389862,24.6836651587009,37663100
2013-05-24,24.19596290588379,24.852866738738452,23.967042275913517,24.852866738738452,58727900
2013-05-28,23.98695182800293,24.424888402595297,23.807795870287798,24.424888402595297,50079700
2013-05-29,23.210607528686523,23.698308751902843,23.150889515215514,23.678404013013452,64237800
2013-05-30,24.434837341308594,24.663759874242515,23.81774677009914,24.016807448579012,60733200
2013-05-31,24.235776901245117,24.832962739362323,24.15615224938959,24.514462233538755,35925000
2013-06-03,23.738122940063477,24.205917543992403,23.59877837206645,24.156152847251565,35733800
2013-06-04,23.409669876098633,23.81774644456656,23.21060730193805,23.777933170373885,34760800
2013-06-05,22.792577743530273,23.598777573541216,22.683095034724765,23.24046759264826,53819700
2013-06-06,22.86224937438965,22.98168730184727,22.563657403347783,22.882156012032826,31260700
2013-06-07,23.18075180053711,23.290234519835412,22.752768547784658,22.92197118495652,38699200
2013-06-10,24.21586799621582,24.484601882965745,23.877462782916197,23.947134109465896,58393000
2013-06-11,23.917278289794922,24.235776897163404,23.887418333453585,23.917278289794922,29885900
2013-06-12,23.658498764038086,24.14620001587343,23.469389495481025,24.046668721980158,26445800
2013-06-13,23.618684768676758,23.718216059542442,23.16084348845667,23.608731449750042,31189300
2013-06-14,23.519153594970703,23.77793419315,23.150890284855095,23.4494822605381,30677100
2013-06-17,23.907325744628906,24.13624638878244,23.638591824065276,23.797841132902647,33664500
2013-06-18,24.096433639526367,24.57418347489165,23.967044285165937,23.976997604486208,36709100
2013-06-19,24.19596290588379,25.071835948624265,23.986948912885207,24.08648019934227,31790600
2013-06-20,23.787887573242188,24.633900704386257,23.539060293399903,24.166106101707296,42765600
2013-06-21,24.414934158325195,24.58413678993729,23.93718432304298,24.47465217583489,45833900
2013-06-24,23.827701568603516,23.996904199940527,23.270327078080694,23.837654887905874,40626000
2013-06-25,24.136247634887695,24.31540359117957,23.927233618148243,24.02676301750897,24713200
2013-06-26,24.046669006347656,24.534370263950382,23.877466374248623,24.395027589892905,29890300
2013-06-27,24.544322967529297,24.723478914480847,24.09643310015042,24.126293057442847,34694100
2013-06-28,24.763290405273438,24.862821698300085,24.30544911511299,24.56422971762166,96778900
2013-07-01,24.693618774414062,24.942446054804698,24.504511408166255,24.85286808199195,20582200
2013-07-02,24.295494079589844,24.65380594981185,24.186009475155036,24.584134619135657,18394100
2013-07-03,24.40498161315918,24.5940889910055,24.03671638029759,24.10638771933588,10404400
2013-07-05,24.25568389892578,24.544322554286865,24.086481273920498,24.53436923535697,20229500
2013-07-08,24.594085693359375,24.922539502045453,24.305447056273458,24.35521174937061,27064600
2013-07-09,25.360477447509766,25.370430767116673,24.912589455608547,24.952400835634574,30387900
2013-07-10,25.678972244262695,25.708832198621614,25.350520339919846,25.46000494083457,26721800
2013-07-11,25.688926696777344,25.878035952598726,25.330616720654316,25.838222678362055,26777400
2013-07-12,25.7884578704834,25.808364507514135,25.430145997535746,25.61925525252494,16537900
2013-07-15,26.15672492980957,26.306020921398584,25.529679107373564,25.808366350500847,24234000
2013-07-16,26.196533203125,26.624516387110614,25.887987937294028,26.266204531047997,30817600
2013-07-17,26.52498435974121,26.654375592306504,26.176625831513213,26.246299055879813,21518500
2013-07-18,26.057191848754883,26.644424354009587,25.997473835895487,26.624517716922657,24806900
2013-07-19,25.75860023498535,25.98752278465481,25.479914885059767,25.698882216915806,46539700
2013-07-22,25.927799224853516,26.007423870558046,25.599347324022173,25.868081215175444,27526300
2013-07-23,26.007427215576172,26.176629846760928,25.84817790368482,25.97756915609751,28221600
2013-07-24,26.385644912719727,26.40555155067098,25.927801731848227,26.196535648985748,82635600
2013-07-25,34.19882583618164,34.71638709269794,32.59637736436842,33.38267256927608,365457900
2013-07-26,33.850460052490234,34.56708380321015,33.4025740050931,33.61158800011881,136028900
2013-07-29,35.263797760009766,35.46286031703475,33.85045702225455,33.91017692840279,124718800
2013-07-30,37.45348358154297,37.78193361972426,35.15431812706189,35.48277196204619,173582800
2013-07-31,36.62737274169922,38.13029155232725,36.15958006413656,37.78193110236052,154828700
2013-08-01,37.31414031982422,38.11038685092468,36.746810632312005,37.12502915838583,106066500
2013-08-02,37.87150955200195,38.30944797504378,37.324090320002476,37.483339620162376,73058500
2013-08-05,39.00616455078125,39.13555580447791,38.07057530873595,38.2497312609919,79994800
2013-08-06,38.369163513183594,39.06588061471744,37.762024378944126,38.92653795377122,63950800
2013-08-07,38.687660217285156,38.75733154435205,37.5231504961935,38.428881544865646,68854800
2013-08-08,38.359214782714844,39.006163439154655,38.2497301709227,38.94644732130659,41301000
2013-08-09,38.319400787353516,38.55827664467317,37.8316976521939,38.408978759248015,43532300
2013-08-12,38.040714263916016,38.31939959142218,37.92127444058238,38.020807626693745,31161000
2013-08-13,36.846343994140625,38.14024508783464,36.59751671470705,38.06062233275344,65379200
2013-08-14,36.47808074951172,37.373856679007325,36.44821889409978,36.657236694771434,48423900
2013-08-15,36.38850402832031,36.896110026144626,35.851036174057086,36.18944143820766,56521100
2013-08-16,36.90606689453125,37.31414351395218,36.72691093509735,36.79658227523239,45840800
2013-08-19,37.63264083862305,38.1004335636399,36.965781724743266,37.25442229338979,57609600
2013-08-20,38.22982406616211,38.3990285949664,37.51320026756147,38.1701041506777,57995200
2013-08-21,38.14024353027344,38.66775612615326,37.97104280963381,38.19996344174774,46116900
2013-08-22,38.369163513183594,38.56822608459366,38.16014952176426,38.19000757859481,21931200
2013-08-23,40.35978317260742,40.43940972292873,38.74738349662991,38.817054829759606,86442300
2013-08-26,41.146080017089844,41.74326398262432,40.42945622100603,40.708145362151434,94162400
2013-08-27,39.45404815673828,41.006731563753526,39.23507896173801,40.48917042808178,72695100
2013-08-28,40.35978317260742,40.65837514270653,39.6929278992795,39.77255065279792,57918200
2013-08-29,41.086360931396484,41.58401551165779,40.608612989962005,40.69819096628117,58303400
2013-08-30,41.0963134765625,42.06176071765661,40.86739284014625,41.8228886608757,67735100
