Date,Day,Close,High,Low,Open,Volume,VWAP,Adjusted_Close,Market_Cap,Bid_Date,Ask_Date,SMA_50,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist,Tomorrow
2000-01-03,1,-0.6719683765497948,-0.672323768874952,-0.6729629638475421,-0.6730155413342693,0.39319439609791357,-0.6724264802426048,-0.6719683765497948,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6734186661650398,-0.6737566353439521,0.7410424756970225,-0.18220529106951316,-0.19629816555602772,0.0055816557585028825,-0.6732223458547785
2000-01-04,3,-0.6731320071535134,-0.6725510802567607,-0.6730292280505967,-0.6726053683061116,0.3321363610575462,-0.6729183760980082,-0.6731320071535134,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6733349123499264,-0.6737231277034135,-0.18677976337323163,-0.1829419306343734,-0.19629816555602772,0.0031737554254743115,-0.6730422054998318
2000-01-05,4,-0.6729517263557542,-0.6725510802567607,-0.6727973033399051,-0.6731632036244061,1.025499843617816,-0.6727872038699008,-0.6729517263557542,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6732679092978356,-0.6736728662426056,-0.07342800438256371,-0.1829419306343734,-0.19629816555602772,0.0031737554254743115,-0.6741394240254157
2000-01-06,2,-0.6740498003057421,-0.6729894664931058,-0.6737912663857264,-0.6728678790441325,0.9985186746186293,-0.6736234268240866,-0.6740498003057421,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6732176570087677,-0.6736728662426056,-0.7660049432257491,-0.18736176802353474,-0.19787066117108731,-0.006457845906639972,-0.6735990029605758
2000-01-07,0,-0.6735089579124645,-0.6737201102203474,-0.6737415682334353,-0.6740491773652267,0.19749331965576036,-0.673672616409627,-0.6735089579124645,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6731674047196996,-0.6736561124223364,-0.41679226006237374,-0.18883504715325516,-0.1986569089786171,-0.008865746239668543,-0.673811896107331
2000-01-10,1,-0.6737220170370891,-0.6735739814748991,-0.6738243984872538,-0.673376493599048,0.3130685002821469,-0.6737218059951673,-0.6737220170370891,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6731171524306315,-0.673639358602067,-0.5438416518434961,-0.19104496584783584,-0.2002294045936767,-0.011273646572697114,-0.6744178227557879
2000-01-11,3,-0.6743284160840973,-0.673931185074884,-0.6743545121116917,-0.674114805049732,0.1474730355696057,-0.6742137018505708,-0.6743284160840973,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6730836509045863,-0.6736561124223364,-0.8865902835776681,-0.19472816367213697,-0.20180190020873626,-0.018497347571782827,-0.6751056313837658
2000-01-12,4,-0.675016760948269,-0.6744020443657731,-0.6748680596853661,-0.6742296534976161,1.5410620945373412,-0.6747711838200281,-0.675016760948269,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6730501493785409,-0.6736896200628748,-1.221566662998155,-0.19988464062615852,-0.20494689143885544,-0.02812894890389711,-0.6739265308786607
2000-01-13,2,-0.6738367411811177,-0.6739961311839722,-0.6741060213502365,-0.6742952811821212,1.6886701132504245,-0.674000546979896,-0.6738367411811177,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6730166478524955,-0.6736728662426056,-0.4862808129263066,-0.19988464062615852,-0.20651938705391504,-0.02090524790481139,-0.6734843681892463
2000-01-14,0,-0.6733942337684359,-0.6735739814748991,-0.6732611527612884,-0.6736225974159427,0.014056410940510185,-0.6734266684819252,-0.6733942337684359,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6729663955634274,-0.6736561124223364,-0.24457146127003504,-0.19841136149643807,-0.2080918826689746,-0.011273646572697114,-0.6730422054998318
2000-01-18,3,-0.6729517263557542,-0.673119358711282,-0.673128624355179,-0.6734913420469322,0.19343446414614243,-0.6730823413831427,-0.6729517263557542,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6729161432743594,-0.6736058509615285,-0.02617886655481718,-0.1954648032369972,-0.20887813047650441,0.0007658550924457407,-0.6727146775817472
2000-01-19,4,-0.6726239430871012,-0.6727783916385691,-0.672747605187614,-0.6729170998075115,0.5544390013073391,-0.6727380142843603,-0.6726239430871012,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6728658909852914,-0.6735555895007206,0.1323442994470671,-0.19178160541269607,-0.2080918826689746,0.010397456424560024,-0.6718631049947268
2000-01-20,2,-0.671771706588603,-0.6712196850204534,-0.6714885853295739,-0.6717029876441647,3.770366582895471,-0.6715082746458515,-0.671771706588603,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6728156386962234,-0.673471820399374,0.5138002867632527,-0.1858884888938143,-0.20651938705391504,0.02484485842273145,-0.6721415037250988
2000-01-21,0,-0.672050322366958,-0.6721126940204155,-0.6719027365986661,-0.6718670568554277,0.2892409744127352,-0.672032963558282,-0.672050322366958,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6727653864071553,-0.6734048051182968,0.33680840239221665,-0.1829419306343734,-0.20494689143885544,0.029660659088788587,-0.6727638067694599
2000-01-24,1,-0.6726731105773991,-0.672291295820408,-0.6725322465276861,-0.672572554463859,0.14572101160861956,-0.672508462885172,-0.6726731105773991,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.67273188488111,-0.6733545436574889,-0.05165030730560568,-0.18220529106951316,-0.20337439582379585,0.02484485842273145,-0.6720268689537692
2000-01-25,3,-0.6719355982229295,-0.6722425862385919,-0.6728801335937236,-0.6729991344131431,0.29242381794186006,-0.6723608941285509,-0.6719355982229295,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6726816325920421,-0.6732875283764118,0.2937147261975294,-0.17999537237493252,-0.20101565240120647,0.029660659088788587,-0.6722725148923328
2000-01-26,4,-0.6721814356744193,-0.6721126940204155,-0.6719524347509571,-0.6723920783314695,-0.046476016911561384,-0.6720985496723357,-0.6721814356744193,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.672631380302974,-0.6732205130953345,0.13549937216846414,-0.17852209324521207,-0.19944315678614688,0.027252758755760016,-0.6723052676841411
2000-01-27,2,-0.6722142140012846,-0.6722588227658639,-0.6723003218169945,-0.67252333370048,-0.11690738014320472,-0.6722789114859836,-0.6722142140012846,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6725811280139059,-0.6731702516345266,0.12057049148673304,-0.17778545368035184,-0.19787066117108731,0.02484485842273145,-0.6733369806261081
2000-01-28,0,-0.673246731297542,-0.6725186072022166,-0.6730954922536515,-0.6726053683061116,0.10002238662623074,-0.6729675656835487,-0.673246731297542,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6725476264878606,-0.6731534978142574,-0.49282181734871455,-0.18146865150465297,-0.1970844133635575,0.010397456424560024,-0.6730749582916403
2000-01-31,1,-0.6729845046826195,-0.6733791431476346,-0.6738575305887811,-0.6734913420469322,0.8256815108673453,-0.6734102719534117,-0.6729845046826195,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6725141249618152,-0.673136743993988,-0.3456107413479355,-0.18367857019923362,-0.1970844133635575,0.0055816557585028825,-0.6735007445851504
2000-02-01,3,-0.6734106229318685,-0.6732330144021863,-0.67317832250747,-0.6731303897821534,-0.17454896845964912,-0.6732954962538177,-0.6734106229318685,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6724973741987925,-0.6731199901737187,-0.5853193151808825,-0.18662512845867452,-0.19787066117108731,-0.004049945573611401,-0.6736808849400971
2000-02-02,4,-0.6735909037296278,-0.6735902180021712,-0.6735427756242711,-0.6735241558891848,0.20651624305483904,-0.6735906337670597,-0.6735909037296278,0.0,-2.842170943040401e-14,-5.684341886080802e-14,-0.6724806234357699,-0.6731199901737187,-0.6822031336257237,-0.1895716867181154,-0.19944315678614688,-0.008865746239668543,-0.673124087479353
