Date,Close,Tomorrow,Low,Open,Volume,VWAP,Adjusted_Close,Market_Cap,SMA_50,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist,High
,MSFT,,MSFT,MSFT,MSFT,,,,,,,,,,MSFT
2020-03-13,152.02870178222656,129.6211700439453,134.7037606599893,141.18386485149557,92727400,159.75935199852333,152.02870178222656,14097226241.641235,161.25642333984376,159.49097470512206,46.39860286536563,-5.322769640447291,-3.1923477248287515,-2.1304219156185393,154.97681406872138
2020-03-16,129.6211700439453,140.293701171875,129.2191566425931,134.00505133305953,87905900,158.7390448542813,129.6211700439453,11394465611.766052,160.78238189697265,158.31960981644846,36.89604117801213,-6.777456121940446,-3.9093694042510907,-2.8680867176893554,142.95468024638834
2020-03-17,140.293701171875,134.38787841796875,129.21913564695305,134.00502955980318,81059800,157.97141935193127,140.293701171875,11372179358.251953,160.55997314453126,157.6127114382299,42.89490178102821,-6.9885617810310805,-4.5252078796070885,-2.463353901423992,141.18387042907835
2020-03-18,134.38787841796875,136.59898376464844,129.23826714365302,132.09065546935233,81593200,157.16797186935773,134.38787841796875,10965137041.333008,160.21162048339843,156.70193367272947,40.59513489901108,-7.545435986829318,-5.129253501051535,-2.4161824857777834,139.7480847719235
2020-03-19,136.59898376464844,131.468505859375,133.04784422970064,136.65641215191422,85922700,156.49488111829228,136.59898376464844,11736953502.314758,159.9351727294922,155.91358269594198,41.85210754223303,-7.71936109492097,-5.647275019825422,-2.072086075095548,143.72038128798528
2020-03-20,131.468505859375,130.15716552734375,130.0423042779866,139.7480961231457,84866200,155.75221325509813,131.468505859375,11157232511.96289,159.50819610595704,154.9549522317629,39.75037195055926,-8.176926170969892,-6.153205250054316,-2.0237209209155766,140.80099857992752
2020-03-23,130.15716552734375,141.98785400390625,126.84533515014516,131.14305849558977,78975200,154.99665003372434,130.15716552734375,10279188178.955078,159.01680969238282,153.98249000806018,39.208393431307925,-8.54684132916492,-6.631932465876437,-1.914908863288483,134.55062719768026
2020-03-24,141.98785400390625,140.6287384033203,135.2206096599842,137.59440823073544,82516700,154.54579039810213,141.98785400390625,11716369152.48413,158.77635559082032,153.51211212554435,46.31949314562494,-7.795502371453296,-6.864646446991809,-0.9308559244614862,143.19390825132274
2020-03-25,140.6287384033203,149.4251708984375,138.254938547916,142.53352989125332,75638200,154.21182954074928,140.6287384033203,10636904641.098022,158.47168182373048,153.00688178349634,45.658726662695344,-7.226428337150992,-6.937002825023646,-0.28942551212734546,147.72143837305586
2020-03-26,149.4251708984375,143.2896728515625,142.0166023310872,142.04531652432053,64568100,154.0519938834812,149.4251708984375,9648099377.087402,158.36489196777345,152.86642253310188,50.57324712035822,-5.996510437877447,-6.748904347594407,0.7523939097169601,149.9516221166955
2020-03-27,143.2896728515625,153.3687286376953,142.81108342012416,145.2518924415378,57042300,153.8708223127462,143.2896728515625,8173572505.700684,158.1153469848633,152.49086372206114,47.35620907365695,-5.454004686483614,-6.489924415372249,1.0359197288886346,148.257433486755
2020-03-30,153.3687286376953,150.95664978027344,143.58636181693944,145.91231349541476,63420300,153.79327452637287,153.3687286376953,9726690780.821228,158.01029846191406,152.52528979718406,52.681254209229074,-4.162783426110536,-6.024496217519907,1.8617127914093707,153.72289466440344
2020-03-31,150.95664978027344,145.59645080566406,149.8558855807532,152.5742694137717,77927200,153.76912764524525,150.95664978027344,11763629038.757324,157.83925445556642,152.46377450240325,51.34277445253184,-3.296120257166848,-5.478821025449296,2.182700768282448,157.72389517204311
2020-04-01,145.59645080566406,148.61155700683594,144.36169672460142,146.4483392537087,57969900,153.64293328550525,145.59645080566406,8440211693.559265,157.5724609375,152.19446769076643,48.399883879567625,-3.00714224805256,-4.984485269969949,1.977343021917389,150.99493802138917
2020-04-02,148.61155700683594,147.2428436279297,143.92138730411529,145.35715532805682,49630700,153.54066434073525,148.61155700683594,7375695602.339172,157.38124267578124,152.05396138943584,50.13140694869143,-2.505944256225064,-4.488777067220973,1.9828328109959088,148.82213748544504
2020-04-03,147.2428436279297,158.1929473876953,145.6730706915352,148.45846501693637,41243300,153.46752254062267,147.2428436279297,6072780772.5997925,157.14317626953124,151.8652901046709,49.32228245015716,-2.1938951104470448,-4.029800675866187,1.835905565419142,150.64083191374354
2020-04-06,158.1929473876953,156.4891357421875,150.83223993821088,153.45491515825577,67111700,153.52212459849721,158.1929473876953,10616597627.198792,157.15618621826172,152.1134335275346,55.509096813540175,-1.0508979571587815,-3.4340201321247057,2.383122174965924,159.37027324467843
2020-04-07,156.4891357421875,158.0589599609375,156.26897414666294,162.32791648261895,62769000,153.6156102716274,156.4891357421875,9822666561.401367,157.18781127929688,152.2850296928151,54.39632120072117,-0.27932792038185994,-2.803081689776137,2.523753769394277,162.72036321684644
2020-04-08,158.0589599609375,158.0684814453125,156.49875364536553,158.57583015210966,48318200,153.67861092066408,158.0589599609375,7637124439.18457,157.19012237548827,152.51145833078067,55.28573459308509,0.45358988565854474,-2.1517473746892004,2.605337260347745,159.53300907348805
2020-04-09,158.0684814453125,158.42263793945312,156.33599042821146,159.23624056503343,51385100,153.74624196051948,158.0684814453125,8122364725.915527,157.14336822509765,152.72938080586036,55.29143010653886,1.0234036710744192,-1.5167171655364764,2.5401208366108956,160.20298574217838
2020-04-13,158.42263793945312,166.261962890625,155.35010255817997,157.31232177165464,41905300,153.79046331073945,158.42263793945312,6638748169.644165,157.01320373535157,152.95264579149148,55.51838656583,1.4864280532425198,-0.9160881217806771,2.402516175023197,158.48008092873175
2020-04-14,166.261962890625,164.51988220214844,160.80604638092177,161.76322522842725,52874300,153.95017827343335,166.261962890625,8790984904.467773,157.08850921630858,153.47457979537907,60.320043199602026,2.4576163481600872,-0.2413472277925242,2.6989635759526114,166.3098247540783
2020-04-15,164.51988220214844,169.4589385986328,161.99293097885268,163.8689930811695,40940800,154.06782030283992,164.51988220214844,6735575593.261719,157.04974395751952,153.90772890937004,58.80100191289255,3.051542434861915,0.41723070473836366,2.6343117301235512,166.13751656730375
2020-04-16,169.4589385986328,170.95211791992188,165.49621871061888,166.83627787509008,50479600,154.2649083900017,169.4589385986328,8554219436.883545,157.00017395019532,154.5175802697333,61.74260285150261,3.876092529463392,1.1090030696833695,2.7670894597800224,169.68866678249967
2020-04-17,170.95211791992188,167.56375122070312,168.33900961024494,171.813572888909,52765600,154.49833774554685,170.95211791992188,9020391073.31543,156.9846682739258,155.1620719422897,62.611733559885465,4.597049586140457,1.8066123729747872,2.79043721316567,172.29216222843243
2020-04-20,167.56375122070312,160.6337432861328,167.4967562863798,169.06652924171857,36669600,154.63878574086243,167.56375122070312,6144495731.762695,156.83018310546876,155.64841230614905,59.31849694847303,4.839216892874077,2.413133276954645,2.426083615919432,171.0957440215635
2020-04-21,160.6337432861328,166.08969116210938,158.99696121305,166.07051152310385,56203700,154.7478801318977,160.6337432861328,9028210717.530823,156.53213500976562,155.8439154818347,53.15993063172857,4.42098019661276,2.8147026608862684,1.6062775357264916,166.23323015638763
2020-04-22,166.08969116210938,164.07958984375,163.50531098558494,164.05089537805313,34620200,154.8446648799069,166.08969116210938,5750058325.970459,156.25137634277343,156.24571060655137,56.9494918757045,4.478152641823698,3.1473926570737545,1.3307599847499434,166.54913295661805
2020-04-23,164.07958984375,167.0756072998047,163.5914339086313,166.6544031792957,32790800,154.93213363625736,164.07958984375,5380301014.6484375,156.0117449951172,156.55292155702975,55.17827421868456,4.311562826871125,3.380226691033229,0.931336135837896,167.56372012764132
2020-04-24,167.0756072998047,166.59695434570312,163.4000432266728,164.6922261902273,34277600,155.02885041210095,167.0756072998047,5726950836.779785,155.82687927246093,156.96557589988367,57.309476322053484,4.370907665475386,3.5783628859216603,0.7925447795537255,167.0851738324319
2020-04-27,166.59695434570312,162.53851318359375,165.87907032634968,169.02818179820954,33194400,155.13290981491997,166.59695434570312,5530085941.333008,155.65153167724608,157.34327701540602,56.84444184097335,4.3294088541916835,3.728572079575665,0.6008367746160186,169.3249048560136
2020-04-28,162.53851318359375,169.8321990966797,162.13649988106928,168.07100491727823,34392700,155.21273978136918,162.53851318359375,5590138322.369385,155.36370513916015,157.54701176709966,52.923163201134614,3.9238072557334363,3.767619114807219,0.15618814092621713,168.14758096614784
2020-04-29,169.8321990966797,171.53599548339844,164.51986932861183,165.8024852010101,51286600,155.3789368839566,169.8321990966797,8710116062.191772,155.18586120605468,158.02878381924006,58.46807052391307,4.1431449678914305,3.8427242854240613,0.3004206824673692,170.07149375669667
2020-04-30,171.53599548339844,167.09471130371094,168.68359253746573,172.2921602045926,53875900,155.5866074775431,171.53599548339844,9241656139.064026,155.03137298583985,158.55847839430513,59.663277031555026,4.40369080777748,3.9549175898947455,0.44877321788273417,172.67502582955896
2020-05-01,167.09471130371094,171.18186950683594,166.55867890340767,168.27203714649573,39370500,155.7083787363234,167.09471130371094,6578602331.382751,154.8428091430664,158.89323262604654,55.20359632782015,4.2033471773110875,4.004603507378015,0.1987436699330729,170.99042145235236
2020-05-04,171.18186950683594,173.01962280273438,166.3576943184621,167.01815009067673,30372900,155.8111416312841,171.18186950683594,5199289804.344177,154.8475961303711,159.37513995470496,58.29318892749249,4.324522512353866,4.068587308373186,0.25593520398068037,171.33502163482007
2020-05-05,173.01962280273438,174.723388671875,172.19644850678958,172.88561836411026,36839200,155.96964800967245,173.01962280273438,6373904488.354492,155.0365426635742,159.91021771345123,59.641059730965736,4.516779547603136,4.158225756219176,0.3585537913839598,175.78586876142296
2020-05-06,174.723388671875,175.73806762695312,173.85236717889725,174.28309466098733,32139300,156.11560628752025,174.723388671875,5615487405.541992,155.3135498046875,160.49112637848748,60.90258713418969,4.751847954552062,4.276950195885753,0.4748977586663088,176.3123087755195
2020-05-07,175.73806762695312,176.77174377441406,174.7617409719722,176.28365205403006,28316000,156.2474192219556,175.73806762695312,4976199122.924805,155.57064880371092,161.08904564313318,61.67098823624091,4.962809295962131,4.414122015901029,0.5486872800611025,176.64738474234284
2020-05-08,176.77174377441406,178.7435302734375,175.50827556763306,177.05890028676012,30877800,156.39451662274695,176.77174377441406,5458322549.917603,156.07795318603516,161.70405341298732,62.47997898784396,5.153994663007239,4.562096545322271,0.591898117684968,177.07804794901972
2020-05-11,178.7435302734375,174.6947021484375,175.02010624423164,175.30724812908147,30892700,156.54892400034507,178.7435302734375,5521870257.678223,156.5513735961914,162.3722681918285,64.03919200957466,5.402342296221008,4.730145695502019,0.6721966007189888,179.48054725173307
2020-05-12,174.6947021484375,172.05287170410156,174.49370277414178,178.80100748801334,32038200,156.69424790534478,174.6947021484375,5596903806.37207,156.73744903564454,162.85550089600926,58.649535442390814,5.212368058183699,4.826590168038355,0.38577789014534414,179.03072105863703
2020-05-13,172.05287170410156,172.79945373535156,168.98032164396082,174.73297499108446,44711500,156.85572291899635,172.05287170410156,7692741973.197937,157.0291961669922,163.21618210416975,55.374718253604115,4.793383328456031,4.819948800121891,-0.026565471665859874,176.16874304424806
2020-05-14,172.79945373535156,175.31683349609375,168.15713162286323,169.93748442621697,41873900,156.99350073184226,172.79945373535156,7235787045.768738,157.22024871826173,163.59199667794158,56.12038127433469,4.470049889385024,4.749969017974518,-0.2799191285894942,172.9526058186347
